Work setting,Occupation,2019 O*NET SOC Code,2019 O*NET SOC Title
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1199.00,"Postsecondary Teachers, All Other"
Education,Other teacher or instructor,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
Education,Other teacher or instructor,25-3021.00,Self-Enrichment Teachers
Education,Other teacher or instructor,25-3099.00,"Teachers and Instructors, All Other"
Education,Academic researcher,11-9121.00,Natural Sciences Managers
Education,Academic researcher,11-9121.01,Clinical Research Coordinators
Education,Special education,25-2051.00,"Special Education Teachers, Preschool"
Education,Special education,25-2055.00,"Special Education Teachers, Kindergarten"
Education,Special education,25-2056.00,"Special Education Teachers, Elementary School"
Education,Special education,25-2057.00,"Special Education Teachers, Middle School"
Education,Special education,25-2058.00,"Special Education Teachers, Secondary School"
Education,Special education,25-2059.00,"Special Education Teachers, All Other"
Education,Special education,25-2059.01,Adapted Physical Education Specialists
Education,"Small group, para professional, personal tutor",25-3041.00,Tutors
Education,"Library, art",13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
Education,"Library, art",25-4022.00,Librarians and Media Collections Specialists
Education,"Library, art",25-4031.00,Library Technicians
Education,"Library, art",25-9099.00,"Educational Instruction and Library Workers, All Other"
Education,"Library, art",43-4121.00,"Library Assistants, Clerical"
Education,Classroom attendant / support,25-3099.00,"Teachers and Instructors, All Other"
Education,Teaching assistant / aid,25-3031.00,"Substitute Teachers, Short-Term"
Education,Teaching assistant / aid,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
Education,Teaching assistant / aid,25-9043.00,"Teaching Assistants, Special Education"
Education,Teaching assistant / aid,25-9044.00,"Teaching Assistants, Postsecondary"
Education,Teaching assistant / aid,25-9049.00,"Teaching Assistants, All Other"
Education,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Education,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Education,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Education,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Education,Administrative staff,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
Education,Administrative staff,11-9032.00,"Education Administrators, Kindergarten through Secondary"
Education,Administrative staff,11-9033.00,"Education Administrators, Postsecondary"
Education,Administrative staff,11-9039.00,"Education Administrators, All Other"
Education,Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
Education,Administrative staff,13-1082.00,Project Management Specialists
Education,Administrative staff,15-1299.03,Document Management Specialists
Education,Administrative staff,19-3032.00,Industrial-Organizational Psychologists
Education,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Education,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Education,Administrative staff,43-2021.00,Telephone Operators
Education,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Education,Administrative staff,43-4171.00,Receptionists and Information Clerks
Education,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Education,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Education,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Education,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Education,Administrative staff,43-9021.00,Data Entry Keyers
Education,Administrative staff,43-9022.00,Word Processors and Typists
Education,Administrative staff,43-9031.00,Desktop Publishers
Education,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Education,Other,11-9199.01,Regulatory Affairs Managers
Education,Other,11-9199.02,Compliance Managers
Education,Other,13-1131.00,Fundraisers
Education,Other,19-3011.00,Economists
Education,Other,19-3034.00,School Psychologists
Education,Other,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
Education,Other,21-1019.00,"Counselors, All Other"
Education,Other,25-9031.00,Instructional Coordinators
Education,Other,39-9041.00,Residential Advisors
,,,
,,,
Government,Inspector / compliance,11-9199.01,Regulatory Affairs Managers
Government,Inspector / compliance,13-1041.00,Compliance Officers
Government,Inspector / compliance,11-9199.02,Compliance Managers
Government,Inspector / compliance,13-1041.03,Equal Opportunity Representatives and Officers
Government,Inspector / compliance,13-1041.04,Government Property Inspectors and Investigators
Government,Inspector / compliance,19-5011.00,Occupational Health and Safety Specialists
Government,Inspector / compliance,45-2011.00,Agricultural Inspectors
Government,Inspector / compliance,53-6051.00,Transportation Inspectors
Government,Inspector / compliance,53-6051.01,Aviation Inspectors
Government,Inspector / compliance,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
Government,"Parks, fishing, and game",11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
Government,"Parks, fishing, and game",19-1031.02,Range Managers
Government,"Parks, fishing, and game",19-1031.03,Park Naturalists
Government,"Parks, fishing, and game",19-1032.00,Foresters
Government,"Parks, fishing, and game",33-3031.00,Fish and Game Wardens
Government,"Parks, fishing, and game",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
Government,"Parks, fishing, and game",11-9121.00,Natural Sciences Managers
Government,Animal control,33-9011.00,Animal Control Workers
Government,Call center operator,43-2021.00,Telephone Operators
Government,Interviewer,43-4061.00,"Eligibility Interviewers, Government Programs"
Government,Postal service worker,11-9131.00,Postmasters and Mail Superintendents
Government,Postal service worker,43-5051.00,Postal Service Clerks
Government,Postal service worker,43-5052.00,Postal Service Mail Carriers
Government,Postal service worker,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
Government,Parking enforcement,33-3041.00,Parking Enforcement Workers
Government,Parking enforcement,53-6021.00,Parking Attendants
Government,Parking enforcement,53-6041.00,Traffic Technicians
Government,Air traffic control,53-2021.00,Air Traffic Controllers
Government,Air traffic control,53-2022.00,Airfield Operations Specialists
Government,Transportation security,11-3013.01,Security Managers
Government,Transportation security,13-1199.07,Security Management Specialists
Government,Transportation security,33-1091.00,First-Line Supervisors of Security Workers
Government,Transportation security,33-9032.00,Security Guards
Government,Transportation security,33-9093.00,Transportation Security Screeners
Government,Transportation security,33-9094.00,School Bus Monitors
Government,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Government,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Government,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Government,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Government,Administrative staff,13-1082.00,Project Management Specialists
Government,Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
Government,Administrative staff,15-1299.03,Document Management Specialists
Government,Administrative staff,19-3032.00,Industrial-Organizational Psychologists
Government,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Government,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Government,Administrative staff,43-2021.00,Telephone Operators
Government,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Government,Administrative staff,43-4171.00,Receptionists and Information Clerks
Government,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Government,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Government,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Government,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Government,Administrative staff,43-9021.00,Data Entry Keyers
Government,Administrative staff,43-9022.00,Word Processors and Typists
Government,Administrative staff,43-9031.00,Desktop Publishers
Government,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Government,Administrative staff,11-9199.02,Compliance Managers
Government,Administrative staff,13-1041.00,Compliance Officers
Government,Administrative staff,13-1041.07,Regulatory Affairs Specialists
Government,Administrative staff,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Government,Administrative staff,13-2082.00,Tax Preparers
Government,Other,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
Government,Other,11-9161.00,Emergency Management Directors
Government,Other,19-2041.01,Climate Change Policy Analysts
Government,Other,19-2041.02,Environmental Restoration Planners
Government,Other,19-3011.00,Economists
Government,Other,19-3093.00,Historians
Government,Other,19-3094.00,Political Scientists
Government,Other,25-4011.00,Archivists
Government,Other,25-4012.00,Curators
Government,Other,25-4013.00,Museum Technicians and Conservators
Government,Other,25-4022.00,Librarians and Media Collections Specialists
Government,Other,25-4031.00,Library Technicians
Government,Other,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other"
Government,Other,43-5031.00,Public Safety Telecommunicators
Government,Other,55-1013.00,Armored Assault Vehicle Officers
Government,Other,55-1014.00,Artillery and Missile Officers
Government,Other,55-1015.00,Command and Control Center Officers
Government,Other,55-1016.00,Infantry Officers
Government,Other,55-1017.00,Special Forces Officers
Government,Other,55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other"
Government,Other,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members
Government,Other,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
Government,Other,55-3013.00,Armored Assault Vehicle Crew Members
Government,Other,55-3014.00,Artillery and Missile Crew Members
Government,Other,55-3015.00,Command and Control Center Specialists
Government,Other,55-3016.00,Infantry
Government,Other,55-3018.00,Special Forces
Government,Other,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
,,,
,,,
Transportation,Bus driver,53-3051.00,"Bus Drivers, School"
Transportation,Bus driver,53-3052.00,"Bus Drivers, Transit and Intercity"
Transportation,Taxi or ride share driver,53-3031.00,Driver/Sales Workers
Transportation,Taxi or ride share driver,53-3053.00,Shuttle Drivers and Chauffeurs
Transportation,Taxi or ride share driver,53-3054.00,Taxi Drivers
Transportation,Delivery driver,53-3031.00,Driver/Sales Workers
Transportation,Delivery driver,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
Transportation,Delivery driver,53-3033.00,Light Truck Drivers
Transportation,Ticket taker / rail conductor,53-4031.00,Railroad Conductors and Yardmasters
Transportation,Ticket taker / rail conductor,53-4041.00,Subway and Streetcar Operators
Transportation,Ticket taker / rail conductor,53-4099.00,"Rail Transportation Workers, All Other"
Transportation,Transit police,33-3052.00,Transit and Railroad Police
Transportation,Transit police,33-3051.00,Police and Sheriff's Patrol Officers
Transportation,Airline crew,39-6011.00,Baggage Porters and Bellhops
Transportation,Airline crew,53-2021.00,Air Traffic Controllers
Transportation,Airline crew,53-2022.00,Airfield Operations Specialists
Transportation,Airline crew,53-2031.00,Flight Attendants
Transportation,Airline crew,53-6032.00,Aircraft Service Attendants
Transportation,Airline crew,55-1011.00,Air Crew Officers
Transportation,Airline crew,55-1012.00,Aircraft Launch and Recovery Officers
Transportation,Airline pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Transportation,Airline pilot,53-2012.00,Commercial Pilots
Transportation,Airline pilot,55-2011.00,First-Line Supervisors of Air Crew Members
Transportation,Airline pilot,55-3011.00,Air Crew Members
Transportation,Airline pilot,55-3012.00,Aircraft Launch and Recovery Specialists
Transportation,Engineer or mechanic,17-2011.00,Aerospace Engineers
Transportation,Engineer or mechanic,17-2051.01,Transportation Engineers
Transportation,Engineer or mechanic,17-2141.00,Mechanical Engineers
Transportation,Engineer or mechanic,17-2141.01,Fuel Cell Engineers
Transportation,Engineer or mechanic,17-2141.02,Automotive Engineers
Transportation,Engineer or mechanic,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
Transportation,Engineer or mechanic,17-3027.01,Automotive Engineering Technicians
Transportation,Engineer or mechanic,17-2199.00,"Engineers, All Other"
Transportation,Engineer or mechanic,49-3023.00,Automotive Service Technicians and Mechanics
Transportation,Engineer or mechanic,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
Transportation,Engineer or mechanic,49-3041.00,Farm Equipment Mechanics and Service Technicians
Transportation,Engineer or mechanic,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
Transportation,Engineer or mechanic,53-4011.00,Locomotive Engineers
Transportation,Engineer or mechanic,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
Transportation,Engineer or mechanic,53-5031.00,Ship Engineers
Transportation,Supervisor,33-1012.00,First-Line Supervisors of Police and Detectives
Transportation,Supervisor,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Transportation,Supervisor,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Transportation,Supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
Transportation,Supervisor,53-1044.00,First-Line Supervisors of Passenger Attendants
Transportation,Supervisor,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other"
Transportation,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Transportation,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Transportation,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Transportation,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Transportation,Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
Transportation,Administrative staff,15-1299.03,Document Management Specialists
Transportation,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Transportation,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Transportation,Administrative staff,43-2021.00,Telephone Operators
Transportation,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Transportation,Administrative staff,43-4171.00,Receptionists and Information Clerks
Transportation,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Transportation,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Transportation,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Transportation,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Transportation,Administrative staff,43-9021.00,Data Entry Keyers
Transportation,Administrative staff,43-9022.00,Word Processors and Typists
Transportation,Administrative staff,43-9031.00,Desktop Publishers
Transportation,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Transportation,Other,11-3131.00,Training and Development Managers
Transportation,Other,13-1151.00,Training and Development Specialists
Transportation,Other,11-9199.01,Regulatory Affairs Managers
Transportation,Other,19-3099.01,Transportation Planners
Transportation,Other,33-9094.00,School Bus Monitors
Transportation,Other,33-9099.00,"Protective Service Workers, All Other"
Transportation,Other,43-5011.00,Cargo and Freight Agents
Transportation,Other,53-1041.00,Aircraft Cargo Handling Supervisors
Transportation,Other,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
Transportation,Other,53-7121.00,"Tank Car, Truck, and Ship Loaders"
Transportation,Other,53-3099.00,"Motor Vehicle Operators, All Other"
Transportation,Other,53-5011.00,Sailors and Marine Oilers
Transportation,Other,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
Transportation,Other,53-5022.00,Motorboat Operators
Transportation,Other,53-6011.00,Bridge and Lock Tenders
Transportation,Other,53-6051.00,Transportation Inspectors
Transportation,Other,53-6051.01,Aviation Inspectors
Transportation,Other,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
Transportation,Other,53-6061.00,Passenger Attendants
Transportation,Other,53-6099.00,"Transportation Workers, All Other"
Transportation,Other,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members
Transportation,Other,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
,,,
,,,
"First Responder (Fire, EMS, Police)",Firefighter / fire inspector / fireline supervisor,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
"First Responder (Fire, EMS, Police)",Firefighter / fire inspector / fireline supervisor,33-2011.00,Firefighters
"First Responder (Fire, EMS, Police)",Firefighter / fire inspector / fireline supervisor,33-2021.00,Fire Inspectors and Investigators
"First Responder (Fire, EMS, Police)",Firefighter / fire inspector / fireline supervisor,33-2022.00,Forest Fire Inspectors and Prevention Specialists
"First Responder (Fire, EMS, Police)",Paramedic or EMT,29-2043.00,Paramedics
"First Responder (Fire, EMS, Police)",Police officer,33-3021.02,Police Identification and Records Officers
"First Responder (Fire, EMS, Police)",Police officer,33-3051.00,Police and Sheriff's Patrol Officers
"First Responder (Fire, EMS, Police)",Police officer,33-3051.04,Customs and Border Protection Officers
"First Responder (Fire, EMS, Police)",Detective / criminal investigator,33-3021.00,Detectives and Criminal Investigators
"First Responder (Fire, EMS, Police)",Detective / criminal investigator,33-3021.06,Intelligence Analysts
"First Responder (Fire, EMS, Police)",Detective / criminal investigator,33-9021.00,Private Detectives and Investigators
"First Responder (Fire, EMS, Police)",Records officer,33-3021.02,Police Identification and Records Officers
"First Responder (Fire, EMS, Police)",Security guard,33-9032.00,Security Guards
"First Responder (Fire, EMS, Police)",Security guard,11-3013.01,Security Managers
"First Responder (Fire, EMS, Police)",Security guard,13-1199.07,Security Management Specialists
"First Responder (Fire, EMS, Police)",Crossing guard or flagger,33-9091.00,Crossing Guards and Flaggers
"First Responder (Fire, EMS, Police)",Dispatcher,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
"First Responder (Fire, EMS, Police)",Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
"First Responder (Fire, EMS, Police)",Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
"First Responder (Fire, EMS, Police)",Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
"First Responder (Fire, EMS, Police)",Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
"First Responder (Fire, EMS, Police)",Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
"First Responder (Fire, EMS, Police)",Administrative staff,15-1299.03,Document Management Specialists
"First Responder (Fire, EMS, Police)",Administrative staff,19-3032.00,Industrial-Organizational Psychologists
"First Responder (Fire, EMS, Police)",Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
"First Responder (Fire, EMS, Police)",Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
"First Responder (Fire, EMS, Police)",Administrative staff,43-2021.00,Telephone Operators
"First Responder (Fire, EMS, Police)",Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
"First Responder (Fire, EMS, Police)",Administrative staff,43-4171.00,Receptionists and Information Clerks
"First Responder (Fire, EMS, Police)",Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
"First Responder (Fire, EMS, Police)",Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
"First Responder (Fire, EMS, Police)",Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
"First Responder (Fire, EMS, Police)",Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
"First Responder (Fire, EMS, Police)",Administrative staff,43-9021.00,Data Entry Keyers
"First Responder (Fire, EMS, Police)",Administrative staff,43-9022.00,Word Processors and Typists
"First Responder (Fire, EMS, Police)",Administrative staff,43-9031.00,Desktop Publishers
"First Responder (Fire, EMS, Police)",Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
"First Responder (Fire, EMS, Police)",Other,13-1041.06,Coroners
"First Responder (Fire, EMS, Police)",Other,11-3131.00,Training and Development Managers
"First Responder (Fire, EMS, Police)",Other,13-1151.00,Training and Development Specialists
"First Responder (Fire, EMS, Police)",Other,11-9161.00,Emergency Management Directors
"First Responder (Fire, EMS, Police)",Other,11-9199.01,Regulatory Affairs Managers
"First Responder (Fire, EMS, Police)",Other,11-9199.02,Compliance Managers
"First Responder (Fire, EMS, Police)",Other,33-1012.00,First-Line Supervisors of Police and Detectives
"First Responder (Fire, EMS, Police)",Other,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other"
"First Responder (Fire, EMS, Police)",Other,43-5031.00,Public Safety Telecommunicators
"First Responder (Fire, EMS, Police)",Other,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
,,,
,,,
Corrections,Correctional officer or jailer,33-3012.00,Correctional Officers and Jailers
Corrections,Correctional officer or jailer,33-1011.00,First-Line Supervisors of Correctional Officers
Corrections,Bailiff,33-3011.00,Bailiffs
Corrections,Inmate,,
Corrections,Probation officer,21-1092.00,Probation Officers and Correctional Treatment Specialists
Corrections,Food preparation,35-2021.00,Food Preparation Workers
Corrections,Food preparation,35-2012.00,"Cooks, Institution and Cafeteria"
Corrections,Food preparation,35-9099.00,"Food Preparation and Serving Related Workers, All Other"
Corrections,Food preparation,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
Corrections,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Corrections,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Corrections,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Corrections,Administrative staff,15-1299.03,Document Management Specialists
Corrections,Administrative staff,19-3032.00,Industrial-Organizational Psychologists
Corrections,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Corrections,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Corrections,Administrative staff,43-2021.00,Telephone Operators
Corrections,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Corrections,Administrative staff,43-4171.00,Receptionists and Information Clerks
Corrections,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Corrections,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Corrections,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Corrections,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Corrections,Administrative staff,43-9021.00,Data Entry Keyers
Corrections,Administrative staff,43-9022.00,Word Processors and Typists
Corrections,Administrative staff,43-9031.00,Desktop Publishers
Corrections,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Corrections,Other,11-3131.00,Training and Development Managers
Corrections,Other,13-1151.00,Training and Development Specialists
Corrections,Other,11-9199.01,Regulatory Affairs Managers
Corrections,Other,11-9199.02,Compliance Managers
Corrections,Other,11-9151.00,Social and Community Service Managers
Corrections,Other,19-3033.00,Clinical and Counseling Psychologists
Corrections,Other,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
Corrections,Other,21-1014.00,Mental Health Counselors
Corrections,Other,21-1015.00,Rehabilitation Counselors
Corrections,Other,21-1019.00,"Counselors, All Other"
,,,
,,,
Other,Project manager / team manager,11-1021.00,General and Operations Managers
Other,Project manager / team manager,11-9199.00,"Managers, All Other"
Other,Human resources / staff support,11-3121.00,Human Resources Managers
Other,Human resources / staff support,13-1071.00,Human Resources Specialists
Other,Human resources / staff support,19-3032.00,Industrial-Organizational Psychologists
Other,Human resources / staff support,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
Other,Human resources / staff support,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
Other,Human resources / staff support,11-3131.00,Training and Development Managers
Other,Human resources / staff support,13-1151.00,Training and Development Specialists
Other,Student: Primary K-12,,
Other,"Student: college, university, or trade school",,
Other,Finance,11-3031.03,Investment Fund Managers
Other,Finance,11-2022.00,Sales Managers
Other,Finance,11-2033.00,Fundraising Managers
Other,Finance,13-1131.00,Fundraisers
Other,Finance,11-3031.00,Financial Managers
Other,Finance,11-3031.01,Treasurers and Controllers
Other,Finance,11-3031.03,Investment Fund Managers
Other,Finance,13-1051.00,Cost Estimators
Other,Finance,13-2011.00,Accountants and Auditors
Other,Finance,13-2022.00,Appraisers of Personal and Business Property
Other,Finance,13-2023.00,Appraisers and Assessors of Real Estate
Other,Finance,13-2031.00,Budget Analysts
Other,Finance,13-2041.00,Credit Analysts
Other,Finance,13-2051.00,Financial and Investment Analysts
Other,Finance,13-2052.00,Personal Financial Advisors
Other,Finance,13-2053.00,Insurance Underwriters
Other,Finance,13-2054.00,Financial Risk Specialists
Other,Finance,13-2061.00,Financial Examiners
Other,Finance,13-2071.00,Credit Counselors
Other,Finance,13-2072.00,Loan Officers
Other,Finance,13-2099.00,"Financial Specialists, All Other"
Other,Finance,13-2099.01,Financial Quantitative Analysts
Other,Finance,15-2051.01,Business Intelligence Analysts
Other,Finance,19-3011.00,Economists
Other,Finance,19-3011.01,Environmental Economists
Other,Finance,43-3011.00,Bill and Account Collectors
Other,Finance,43-3021.00,Billing and Posting Clerks
Other,Finance,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
Other,Finance,43-3051.00,Payroll and Timekeeping Clerks
Other,Finance,43-3061.00,Procurement Clerks
Other,Finance,43-3071.00,Tellers
Other,Finance,43-3099.00,"Financial Clerks, All Other"
Other,Finance,43-4011.00,Brokerage Clerks
Other,Finance,43-4021.00,Correspondence Clerks
Other,Finance,43-4031.00,"Court, Municipal, and License Clerks"
Other,Finance,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
Other,Finance,43-4071.00,File Clerks
Other,Finance,43-4131.00,Loan Interviewers and Clerks
Other,Computers / technology,11-3021.00,Computer and Information Systems Managers
Other,Computers / technology,15-1211.00,Computer Systems Analysts
Other,Computers / technology,15-1211.01,Health Informatics Specialists
Other,Computers / technology,15-1212.00,Information Security Analysts
Other,Computers / technology,15-1221.00,Computer and Information Research Scientists
Other,Computers / technology,15-1231.00,Computer Network Support Specialists
Other,Computers / technology,15-1232.00,Computer User Support Specialists
Other,Computers / technology,15-1241.00,Computer Network Architects
Other,Computers / technology,15-1241.01,Telecommunications Engineering Specialists
Other,Computers / technology,15-1242.00,Database Administrators
Other,Computers / technology,15-1243.00,Database Architects
Other,Computers / technology,15-1243.01,Data Warehousing Specialists
Other,Computers / technology,15-1244.00,Network and Computer Systems Administrators
Other,Computers / technology,15-1251.00,Computer Programmers
Other,Computers / technology,15-1252.00,Software Developers
Other,Computers / technology,15-1253.00,Software Quality Assurance Analysts and Testers
Other,Computers / technology,15-1254.00,Web Developers
Other,Computers / technology,15-1255.00,Web and Digital Interface Designers
Other,Computers / technology,15-1255.01,Video Game Designers
Other,Computers / technology,15-1299.00,"Computer Occupations, All Other"
Other,Computers / technology,15-1299.01,Web Administrators
Other,Computers / technology,15-1299.03,Document Management Specialists
Other,Computers / technology,15-1299.04,Penetration Testers
Other,Computers / technology,15-1299.05,Information Security Engineers
Other,Computers / technology,15-1299.06,Digital Forensics Analysts
Other,Computers / technology,15-1299.07,Blockchain Engineers
Other,Computers / technology,15-1299.08,Computer Systems Engineers/Architects
Other,Computers / technology,15-1299.09,Information Technology Project Managers
Other,Computers / technology,51-9161.00,Computer Numerically Controlled Tool Operators
Other,Computers / technology,51-9162.00,Computer Numerically Controlled Tool Programmers
Other,Engineer,15-1241.01,Telecommunications Engineering Specialists
Other,Engineer,11-9041.00,Architectural and Engineering Managers
Other,Engineer,17-2011.00,Aerospace Engineers
Other,Engineer,17-2021.00,Agricultural Engineers
Other,Engineer,17-2031.00,Bioengineers and Biomedical Engineers
Other,Engineer,17-2041.00,Chemical Engineers
Other,Engineer,17-2051.00,Civil Engineers
Other,Engineer,17-2051.01,Transportation Engineers
Other,Engineer,17-2051.02,Water/Wastewater Engineers
Other,Engineer,17-2061.00,Computer Hardware Engineers
Other,Engineer,17-2071.00,Electrical Engineers
Other,Engineer,17-2072.00,"Electronics Engineers, Except Computer"
Other,Engineer,17-2081.00,Environmental Engineers
Other,Engineer,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
Other,Engineer,17-2111.02,Fire-Prevention and Protection Engineers
Other,Engineer,17-2112.00,Industrial Engineers
Other,Engineer,17-2112.01,Human Factors Engineers and Ergonomists
Other,Engineer,17-2112.02,Validation Engineers
Other,Engineer,17-2112.03,Manufacturing Engineers
Other,Engineer,17-2121.00,Marine Engineers and Naval Architects
Other,Engineer,17-2131.00,Materials Engineers
Other,Engineer,17-2141.00,Mechanical Engineers
